Run,GEO,Name,Chronological_Age_in_Hours,Median_Lifespan_in_Days,Median_Lifespan_in_Hours,Correction_Factor,Biological_Age_in_Hours,Biological_Age_Days,Corrected_Bio_Age_Days,Chronological_Age_Days,Strain,Treatment,AvgSpotLen,Instrument,LibraryLayout,LibrarySelection,RNA_interference,FUDR
SRR6761024,GSE110984,atfs-1(et15),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(et15),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761025,GSE110984,atfs-1(et15),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(et15),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761026,GSE110984,atfs-1(et17),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(et17),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761027,GSE110984,atfs-1(et17),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(et17),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761028,GSE110984,atfs-1(et17),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(et17),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761029,GSE110984,atfs-1(et17),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(et17),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761030,GSE110984,atfs-1(et17),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(et17),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761031,GSE110984,atfs-1(et17),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(et17),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761046,GSE110984,atfs-1(gk3094),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(gk3094),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761047,GSE110984,atfs-1(gk3094),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(gk3094),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761048,GSE110984,atfs-1(gk3094),1,18.75,450,0.8266666667,0.8266666667,0.0344444444,0.0344444333,0.0416666667,atfs-1(gk3094),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761009,GSE110984,N2,1,17.8,427.2,0.8707865169,0.8707865169,0.0362827715,0.0362827604,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761010,GSE110984,N2,1,17.8,427.2,0.8707865169,0.8707865169,0.0362827715,0.0362827604,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761011,GSE110984,N2,1,17.8,427.2,0.8707865169,0.8707865169,0.0362827715,0.0362827604,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761012,GSE110984,N2,1,17.8,427.2,0.8707865169,0.8707865169,0.0362827715,0.0362827604,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761013,GSE110984,N2,1,17.8,427.2,0.8707865169,0.8707865169,0.0362827715,0.0362827604,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761014,GSE110984,N2,1,17.8,427.2,0.8707865169,0.8707865169,0.0362827715,0.0362827604,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761006,GSE110984,N2,1,17.3,415.2,0.8959537572,0.8959537572,0.0373314066,0.0373313954,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761007,GSE110984,N2,1,17.3,415.2,0.8959537572,0.8959537572,0.0373314066,0.0373313954,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761008,GSE110984,N2,1,17.3,415.2,0.8959537572,0.8959537572,0.0373314066,0.0373313954,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761015,GSE110984,N2,1,17.3,415.2,0.8959537572,0.8959537572,0.0373314066,0.0373313954,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761016,GSE110984,N2,1,17.3,415.2,0.8959537572,0.8959537572,0.0373314066,0.0373313954,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761017,GSE110984,N2,1,17.3,415.2,0.8959537572,0.8959537572,0.0373314066,0.0373313954,0.0416666667,N2,None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761035,GSE110984,nuo-6(qm200);hif-1(ia4),1,11.01,264.24,1.4078110808,1.4078110808,0.058658795,0.0586587833,0.0416666667,nuo-6(qm200);hif-1(ia4),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6761036,GSE110984,nuo-6(qm200);hif-1(ia4),1,11.01,264.24,1.4078110808,1.4078110808,0.058658795,0.0586587833,0.0416666667,nuo-6(qm200);hif-1(ia4),None,75,Illumina NextSeq 500,SINGLE,,None,None
SRR6452910,GSE93724,daf-2(e1370),1,43.19,1036.56,0.3588793702,0.3588793702,0.0149533071,0.0149532965,0.0416666667,daf-2(e1370),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452911,GSE93724,daf-2(e1370),1,43.19,1036.56,0.3588793702,0.3588793702,0.0149533071,0.0149532965,0.0416666667,daf-2(e1370),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452912,GSE93724,daf-2(e1370),1,43.19,1036.56,0.3588793702,0.3588793702,0.0149533071,0.0149532965,0.0416666667,daf-2(e1370),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452913,GSE93724,daf-2(e1370),1,43.19,1036.56,0.3588793702,0.3588793702,0.0149533071,0.0149532965,0.0416666667,daf-2(e1370),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452914,GSE93724,daf-2(e1370),1,43.19,1036.56,0.3588793702,0.3588793702,0.0149533071,0.0149532965,0.0416666667,daf-2(e1370),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452915,GSE93724,daf-2(e1370),1,43.19,1036.56,0.3588793702,0.3588793702,0.0149533071,0.0149532965,0.0416666667,daf-2(e1370),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR5279721,GSE95240,Isp-1(qm150),1,40.5,972,0.3827160494,0.3827160494,0.0159465021,0.0159464914,0.0416666667,Isp-1(qm150),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279722,GSE95240,Isp-1(qm150),1,40.5,972,0.3827160494,0.3827160494,0.0159465021,0.0159464914,0.0416666667,Isp-1(qm150),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279723,GSE95240,Isp-1(qm150),1,40.5,972,0.3827160494,0.3827160494,0.0159465021,0.0159464914,0.0416666667,Isp-1(qm150),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279727,GSE95240,isp-1(qm150);sod-5(tm1146),1,33.8,811.2,0.4585798817,0.4585798817,0.0191074951,0.0191074843,0.0416666667,isp-1(qm150);sod-5(tm1146),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279728,GSE95240,isp-1(qm150);sod-5(tm1146),1,33.8,811.2,0.4585798817,0.4585798817,0.0191074951,0.0191074843,0.0416666667,isp-1(qm150);sod-5(tm1146),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279729,GSE95240,isp-1(qm150);sod-5(tm1146),1,33.8,811.2,0.4585798817,0.4585798817,0.0191074951,0.0191074843,0.0416666667,isp-1(qm150);sod-5(tm1146),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279724,GSE95240,isp-1(qm150);sod-3(tm760),1,33,792,0.4696969697,0.4696969697,0.0195707071,0.0195706963,0.0416666667,isp-1(qm150);sod-3(tm760),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279725,GSE95240,isp-1(qm150);sod-3(tm760),1,33,792,0.4696969697,0.4696969697,0.0195707071,0.0195706963,0.0416666667,isp-1(qm150);sod-3(tm760),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279726,GSE95240,isp-1(qm150);sod-3(tm760),1,33,792,0.4696969697,0.4696969697,0.0195707071,0.0195706963,0.0416666667,isp-1(qm150);sod-3(tm760),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR6452904,GSE93724,Isp-1(qm150),1,29.8,715.2,0.5201342282,0.5201342282,0.0216722595,0.0216722487,0.0416666667,Isp-1(qm150),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452905,GSE93724,Isp-1(qm150),1,29.8,715.2,0.5201342282,0.5201342282,0.0216722595,0.0216722487,0.0416666667,Isp-1(qm150),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452906,GSE93724,Isp-1(qm150),1,29.8,715.2,0.5201342282,0.5201342282,0.0216722595,0.0216722487,0.0416666667,Isp-1(qm150),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452907,GSE93724,Isp-1(qm150),1,29.8,715.2,0.5201342282,0.5201342282,0.0216722595,0.0216722487,0.0416666667,Isp-1(qm150),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452908,GSE93724,Isp-1(qm150),1,29.8,715.2,0.5201342282,0.5201342282,0.0216722595,0.0216722487,0.0416666667,Isp-1(qm150),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452909,GSE93724,Isp-1(qm150),1,29.8,715.2,0.5201342282,0.5201342282,0.0216722595,0.0216722487,0.0416666667,Isp-1(qm150),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452892,GSE93724,clk-1(qm30),1,25.37,608.88,0.6109578242,0.6109578242,0.025456576,0.0254565651,0.0416666667,clk-1(qm30),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452893,GSE93724,clk-1(qm30),1,25.37,608.88,0.6109578242,0.6109578242,0.025456576,0.0254565651,0.0416666667,clk-1(qm30),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452894,GSE93724,clk-1(qm30),1,25.37,608.88,0.6109578242,0.6109578242,0.025456576,0.0254565651,0.0416666667,clk-1(qm30),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452895,GSE93724,clk-1(qm30),1,25.37,608.88,0.6109578242,0.6109578242,0.025456576,0.0254565651,0.0416666667,clk-1(qm30),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452896,GSE93724,clk-1(qm30),1,25.37,608.88,0.6109578242,0.6109578242,0.025456576,0.0254565651,0.0416666667,clk-1(qm30),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR6452897,GSE93724,clk-1(qm30),1,25.37,608.88,0.6109578242,0.6109578242,0.025456576,0.0254565651,0.0416666667,clk-1(qm30),None,76,NextSeq 500,SINGLE,cDNA,None,None
SRR5182208,GSE93724,sod-2(ok1030),1,21.02,504.48,0.7373929591,0.7373929591,0.0307247066,0.0307246956,0.0416666667,sod-2(ok1030),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182209,GSE93724,sod-2(ok1030),1,21.02,504.48,0.7373929591,0.7373929591,0.0307247066,0.0307246956,0.0416666667,sod-2(ok1030),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182210,GSE93724,sod-2(ok1030),1,21.02,504.48,0.7373929591,0.7373929591,0.0307247066,0.0307246956,0.0416666667,sod-2(ok1030),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182211,GSE93724,sod-2(ok1030),1,21.02,504.48,0.7373929591,0.7373929591,0.0307247066,0.0307246956,0.0416666667,sod-2(ok1030),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182212,GSE93724,sod-2(ok1030),1,21.02,504.48,0.7373929591,0.7373929591,0.0307247066,0.0307246956,0.0416666667,sod-2(ok1030),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182213,GSE93724,sod-2(ok1030),1,21.02,504.48,0.7373929591,0.7373929591,0.0307247066,0.0307246956,0.0416666667,sod-2(ok1030),None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279718,GSE95240,N2,1,19.05,457.2,0.813648294,0.813648294,0.0339020123,0.0339020012,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279719,GSE95240,N2,1,19.05,457.2,0.813648294,0.813648294,0.0339020123,0.0339020012,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5279720,GSE95240,N2,1,19.05,457.2,0.813648294,0.813648294,0.0339020123,0.0339020012,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182202,GSE93724,N2,1,17.34,416.16,0.8938869666,0.8938869666,0.0372452903,0.0372452791,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182203,GSE93724,N2,1,17.34,416.16,0.8938869666,0.8938869666,0.0372452903,0.0372452791,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182204,GSE93724,N2,1,17.34,416.16,0.8938869666,0.8938869666,0.0372452903,0.0372452791,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182205,GSE93724,N2,1,17.34,416.16,0.8938869666,0.8938869666,0.0372452903,0.0372452791,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182206,GSE93724,N2,1,17.34,416.16,0.8938869666,0.8938869666,0.0372452903,0.0372452791,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5182207,GSE93724,N2,1,17.34,416.16,0.8938869666,0.8938869666,0.0372452903,0.0372452791,0.0416666667,N2,None,75,NextSeq 500,SINGLE,cDNA,None,None
SRR5684035,GSE100045,fer-15(b26) II;fem-1(hc17)IV + daf-2(RNAi),24,51.94,1246.56,0.2984212553,7.1621101271,0.2984212553,0.2984212353,1,fer-15(b26);fem-1(hc17),None,75,NextSeq 500,SINGLE,cDNA,daf-2,None
SRR5684036,GSE100045,fer-15(b26) II;fem-1(hc17)IV + daf-2(RNAi),24,51.94,1246.56,0.2984212553,7.1621101271,0.2984212553,0.2984212353,1,fer-15(b26);fem-1(hc17),None,75,NextSeq 500,SINGLE,cDNA,daf-2,None
SRR5684037,GSE100045,fer-15(b26) II;fem-1(hc17)IV + cav-1(RNAi),24,20.49,491.76,0.7564665691,18.1551976574,0.7564665691,0.7564665152,1,fer-15(b26);fem-1(hc17),None,75,NextSeq 500,SINGLE,cDNA,cav-1,None
SRR5684038,GSE100045,fer-15(b26) II;fem-1(hc17)IV + cav-1(RNAi),24,20.49,491.76,0.7564665691,18.1551976574,0.7564665691,0.7564665152,1,fer-15(b26);fem-1(hc17),None,75,NextSeq 500,SINGLE,cDNA,cav-1,None
SRR6308307,GSE123146,daf-2(e1370),48,40.82,979.68,0.3797158256,18.2263596276,0.7594316512,0.7594315969,2,daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308308,GSE123146,daf-2(e1370),48,40.82,979.68,0.3797158256,18.2263596276,0.7594316512,0.7594315969,2,daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308309,GSE123146,daf-2(e1370),48,40.82,979.68,0.3797158256,18.2263596276,0.7594316512,0.7594315969,2,daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR5684033,GSE100045,fer-15(b26) II;fem-1(hc17)IV ,24,18.72,449.28,0.827991453,19.8717948718,0.827991453,0.8279913902,1,fer-15(b26);fem-1(hc17),None,75,NextSeq 500,SINGLE,cDNA,Empty vector,None
SRR5684034,GSE100045,fer-15(b26) II;fem-1(hc17)IV ,24,18.72,449.28,0.827991453,19.8717948718,0.827991453,0.8279913902,1,fer-15(b26);fem-1(hc17),None,75,NextSeq 500,SINGLE,cDNA,Empty vector,None
SRR6308310,GSE123146,spr-4(by105);spr-3(ok2525);daf-2(e1370),48,29,696,0.5344827586,25.6551724138,1.0689655172,1.0689654129,2,spr-4(by105);spr-3(ok2525);daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308311,GSE123146,spr-4(by105);spr-3(ok2525);daf-2(e1370),48,29,696,0.5344827586,25.6551724138,1.0689655172,1.0689654129,2,spr-4(by105);spr-3(ok2525);daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308312,GSE123146,spr-4(by105);spr-3(ok2525);daf-2(e1370),48,29,696,0.5344827586,25.6551724138,1.0689655172,1.0689654129,2,spr-4(by105);spr-3(ok2525);daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR1793991,GSE65765,N2,24,14,336,1.1071428571,26.5714285714,1.1071428571,1.1071427441,1,N2,FUDR,75,NextSeq 500,SINGLE,cDNA,None,
SRR1793992,GSE65765,N2,24,14,336,1.1071428571,26.5714285714,1.1071428571,1.1071427441,1,N2,FUDR,75,NextSeq 500,SINGLE,cDNA,None,
SRR6308316,GSE123146,spr-4(by105);spr-3(ok2525),48,21.01,504.24,0.7377439315,35.4117087101,1.4754878629,1.4754876211,2,spr-4(by105);spr-3(ok2525),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308317,GSE123146,spr-4(by105);spr-3(ok2525),48,21.01,504.24,0.7377439315,35.4117087101,1.4754878629,1.4754876211,2,spr-4(by105);spr-3(ok2525),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308318,GSE123146,spr-4(by105);spr-3(ok2525),48,21.01,504.24,0.7377439315,35.4117087101,1.4754878629,1.4754876211,2,spr-4(by105);spr-3(ok2525),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308313,GSE123146,N2,48,19.28,462.72,0.8039419087,38.5892116183,1.6078838174,1.6078835011,2,N2,FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308314,GSE123146,N2,48,19.28,462.72,0.8039419087,38.5892116183,1.6078838174,1.6078835011,2,N2,FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR6308315,GSE123146,N2,48,19.28,462.72,0.8039419087,38.5892116183,1.6078838174,1.6078835011,2,N2,FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8280652,PRJNA508378,fem-1 (hc17),70,26.17,628.08,0.5922812381,41.4596866641,1.7274869443,1.7274865419,2.9166666667,fem-1(hc17),None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280653,PRJNA508378,fem-1 (hc17),70,26.17,628.08,0.5922812381,41.4596866641,1.7274869443,1.7274865419,2.9166666667,fem-1(hc17),None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280654,PRJNA508378,fem-1 (hc17),70,26.17,628.08,0.5922812381,41.4596866641,1.7274869443,1.7274865419,2.9166666667,fem-1(hc17),None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280655,PRJNA508378,fem-1 (hc17),70,26.17,628.08,0.5922812381,41.4596866641,1.7274869443,1.7274865419,2.9166666667,fem-1(hc17),None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280662,PRJNA508378,N2,70,20.8,499.2,0.7451923077,52.1634615385,2.1734775641,2.1734765933,2.9166666667,N2,None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280663,PRJNA508378,N2,70,20.8,499.2,0.7451923077,52.1634615385,2.1734775641,2.1734765933,2.9166666667,N2,None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280664,PRJNA508378,N2,70,20.8,499.2,0.7451923077,52.1634615385,2.1734775641,2.1734765933,2.9166666667,N2,None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280665,PRJNA508378,N2,70,20.8,499.2,0.7451923077,52.1634615385,2.1734775641,2.1734765933,2.9166666667,N2,None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280648,PRJNA508378,fem-1 (hc17) + sperm on day 3,96,25,600,0.62,59.52,2.48,2.4799982496,4,fem-1 (hc17),received male sperm (mated) during a 2 hour interaction with him-5 males on day 3 of life,152,NextSeq 500,PAIRED,Oligo-dT,None,
SRR8280649,PRJNA508378,fem-1 (hc17) + sperm on day 3,96,25,600,0.62,59.52,2.48,2.4799982496,4,fem-1 (hc17),received male sperm (mated) during a 2 hour interaction with him-5 males on day 3 of life,152,NextSeq 500,PAIRED,Oligo-dT,None,
SRR8280650,PRJNA508378,fem-1 (hc17) + sperm on day 3,96,25,600,0.62,59.52,2.48,2.4799982496,4,fem-1 (hc17),received male sperm (mated) during a 2 hour interaction with him-5 males on day 3 of life,152,NextSeq 500,PAIRED,Oligo-dT,None,
SRR8280651,PRJNA508378,fem-1 (hc17) + sperm on day 3,96,25,600,0.62,59.52,2.48,2.4799982496,4,fem-1 (hc17),received male sperm (mated) during a 2 hour interaction with him-5 males on day 3 of life,152,NextSeq 500,PAIRED,Oligo-dT,None,
SRR8280670,PRJNA508378,fem-1 (hc17),166,29.6,710.4,0.5236486486,86.9256756757,3.6219031532,3.6218890872,6.9166666667,fem-1(hc17),None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280671,PRJNA508378,fem-1 (hc17),166,29.6,710.4,0.5236486486,86.9256756757,3.6219031532,3.6218890872,6.9166666667,fem-1(hc17),None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280672,PRJNA508378,fem-1 (hc17),166,29.6,710.4,0.5236486486,86.9256756757,3.6219031532,3.6218890872,6.9166666667,fem-1(hc17),None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280673,PRJNA508378,fem-1 (hc17),166,29.6,710.4,0.5236486486,86.9256756757,3.6219031532,3.6218890872,6.9166666667,fem-1(hc17),None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8263784,GSE123146,daf-2(e1370),240,40.82,979.68,0.3797158256,91.1317981382,3.7971582558,3.7971391886,10,daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263785,GSE123146,daf-2(e1370),240,40.82,979.68,0.3797158256,91.1317981382,3.7971582558,3.7971391886,10,daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263786,GSE123146,daf-2(e1370),240,40.82,979.68,0.3797158256,91.1317981382,3.7971582558,3.7971391886,10,daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8280656,PRJNA508378,N2,166,24,576,0.6458333333,107.2083333333,4.4670138889,4.466955182,6.9166666667,N2,None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280657,PRJNA508378,N2,166,24,576,0.6458333333,107.2083333333,4.4670138889,4.466955182,6.9166666667,N2,None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280676,PRJNA508378,N2,166,24,576,0.6458333333,107.2083333333,4.4670138889,4.466955182,6.9166666667,N2,None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280677,PRJNA508378,N2,166,24,576,0.6458333333,107.2083333333,4.4670138889,4.466955182,6.9166666667,N2,None,152,NextSeq 500,PAIRED,Oligo-dT,None,None
SRR8280646,PRJNA508378,fem-1 (hc17) + sperm on day 7,192,24,576,0.6458333333,124,5.1666666667,5.1664884877,8,fem-1 (hc17),received male sperm (mated) during a 2 hour interaction with him-5 males on day 7 of life,152,NextSeq 500,PAIRED,Oligo-dT,None,
SRR8280647,PRJNA508378,fem-1 (hc17) + sperm on day 7,192,24,576,0.6458333333,124,5.1666666667,5.1664884877,8,fem-1 (hc17),received male sperm (mated) during a 2 hour interaction with him-5 males on day 7 of life,152,NextSeq 500,PAIRED,Oligo-dT,None,
SRR8263787,GSE123146,spr-4(by105);spr-3(ok2525);daf-2(e1370),240,29,696,0.5344827586,128.275862069,5.3448275862,5.3445936545,10,spr-4(by105);spr-3(ok2525);daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263788,GSE123146,spr-4(by105);spr-3(ok2525);daf-2(e1370),240,29,696,0.5344827586,128.275862069,5.3448275862,5.3445936545,10,spr-4(by105);spr-3(ok2525);daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263789,GSE123146,spr-4(by105);spr-3(ok2525);daf-2(e1370),240,29,696,0.5344827586,128.275862069,5.3448275862,5.3445936545,10,spr-4(by105);spr-3(ok2525);daf-2(e1370),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263793,GSE123146,spr-4(by105);spr-3(ok2525),240,21.01,504.24,0.7377439315,177.0585435507,7.3774393146,7.3735634237,10,spr-4(by105);spr-3(ok2525),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263794,GSE123146,spr-4(by105);spr-3(ok2525),240,21.01,504.24,0.7377439315,177.0585435507,7.3774393146,7.3735634237,10,spr-4(by105);spr-3(ok2525),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263795,GSE123146,spr-4(by105);spr-3(ok2525),240,21.01,504.24,0.7377439315,177.0585435507,7.3774393146,7.3735634237,10,spr-4(by105);spr-3(ok2525),FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263790,GSE123146,N2,240,19.28,462.72,0.8039419087,192.9460580913,8.0394190871,8.0308188336,10,N2,FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263791,GSE123146,N2,240,19.28,462.72,0.8039419087,192.9460580913,8.0394190871,8.0308188336,10,N2,FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR8263792,GSE123146,N2,240,19.28,462.72,0.8039419087,192.9460580913,8.0394190871,8.0308188336,10,N2,FUDR,150,NextSeq 500,PAIRED,cDNA,None,FUDR
SRR1793993,GSE65765,N2,192,14,336,1.1071428571,212.5714285714,8.8571428571,8.835860104,8,N2,FUDR,75,NextSeq 500,SINGLE,cDNA,None,
SRR1793994,GSE65765,N2,288,14,336,1.1071428571,318.8571428571,13.2857142857,12.604845664,12,N2,FUDR,75,NextSeq 500,SINGLE,cDNA,None,
